type,ts,symbol_id,mid,account_id,side
T,1700000000270,0,,298,1
Q,1700000000271,0,1.100814,,
Q,1700000000271,1,150.001101,,
T,1700000000271,0,,50,1
Q,1700000000272,0,1.100816,,
Q,1700000000272,1,150.002100,,
T,1700000000272,0,,257,1
Q,1700000000273,0,1.100820,,
Q,1700000000273,1,149.999027,,
T,1700000000273,0,,291,-1
Q,1700000000274,0,1.100822,,
Q,1700000000274,1,149.998622,,
T,1700000000274,0,,63,-1
Q,1700000000275,0,1.100824,,
Q,1700000000275,1,149.999027,,
T,1700000000275,1,,270,1
Q,1700000000276,0,1.100829,,
Q,1700000000276,1,149.999797,,
T,1700000000276,0,,142,1
Q,1700000000277,0,1.100831,,
Q,1700000000277,1,150.002183,,
T,1700000000277,0,,224,1
Q,1700000000278,0,1.100833,,
Q,1700000000278,1,150.001393,,
T,1700000000278,0,,284,1
Q,1700000000279,0,1.100833,,
Q,1700000000279,1,149.999976,,
T,1700000000279,1,,43,-1
Q,1700000000280,0,1.100841,,
Q,1700000000280,1,149.998975,,
T,1700000000280,1,,274,1
Q,1700000000281,0,1.100841,,
Q,1700000000281,1,150.000553,,
T,1700000000281,1,,132,1
Q,1700000000282,0,1.100845,,
Q,1700000000282,1,149.997893,,
T,1700000000282,1,,203,1
Q,1700000000283,0,1.100850,,
Q,1700000000283,1,150.001829,,
T,1700000000283,0,,88,-1
Q,1700000000284,0,1.100850,,
Q,1700000000284,1,149.998399,,
T,1700000000284,0,,81,-1
Q,1700000000285,0,1.100854,,
Q,1700000000285,1,149.999242,,
T,1700000000285,0,,12,-1
Q,1700000000286,0,1.100858,,
Q,1700000000286,1,149.998603,,
T,1700000000286,0,,57,-1
Q,1700000000287,0,1.100856,,
Q,1700000000287,1,150.000500,,
T,1700000000287,1,,268,1
Q,1700000000288,0,1.100864,,
Q,1700000000288,1,149.999788,,
T,1700000000288,0,,167,-1
Q,1700000000289,0,1.100869,,
Q,1700000000289,1,149.998984,,
T,1700000000289,1,,65,-1
Q,1700000000290,0,1.100871,,
Q,1700000000290,1,149.999427,,
T,1700000000290,1,,20,-1
Q,1700000000291,0,1.100873,,
Q,1700000000291,1,149.999912,,
T,1700000000291,0,,14,1
Q,1700000000292,0,1.100874,,
Q,1700000000292,1,149.999882,,
T,1700000000292,0,,119,-1
Q,1700000000293,0,1.100881,,
Q,1700000000293,1,150.000924,,
T,1700000000293,0,,256,1
Q,1700000000294,0,1.100884,,
Q,1700000000294,1,150.000390,,
T,1700000000294,0,,261,-1
Q,1700000000295,0,1.100887,,
Q,1700000000295,1,149.998546,,
T,1700000000295,0,,112,1
Q,1700000000296,0,1.100890,,
Q,1700000000296,1,150.002266,,
T,1700000000296,0,,65,1
Q,1700000000297,0,1.100896,,
Q,1700000000297,1,149.998741,,
T,1700000000297,1,,9,1
Q,1700000000298,0,1.100892,,
Q,1700000000298,1,150.001115,,
T,1700000000298,0,,75,1
Q,1700000000299,0,1.100897,,
Q,1700000000299,1,149.998393,,
T,1700000000299,0,,206,-1
Q,1700000000300,0,1.100902,,
Q,1700000000300,1,149.999269,,
T,1700000000300,1,,96,1
Q,1700000000301,0,1.100899,,
Q,1700000000301,1,150.000528,,
T,1700000000301,1,,104,-1
Q,1700000000302,0,1.100905,,
Q,1700000000302,1,150.000291,,
T,1700000000302,1,,35,1
Q,1700000000303,0,1.100909,,
Q,1700000000303,1,150.000903,,
T,1700000000303,0,,205,-1
Q,1700000000304,0,1.100909,,
Q,1700000000304,1,150.002038,,
T,1700000000304,1,,137,-1
Q,1700000000305,0,1.100914,,
Q,1700000000305,1,150.000385,,
T,1700000000305,0,,38,1
Q,1700000000306,0,1.100917,,
Q,1700000000306,1,149.997881,,
T,1700000000306,1,,140,1
Q,1700000000307,0,1.100922,,
Q,1700000000307,1,150.001417,,
T,1700000000307,1,,73,1
Q,1700000000308,0,1.100928,,
Q,1700000000308,1,150.000477,,
T,1700000000308,1,,106,1
Q,1700000000309,0,1.100928,,
Q,1700000000309,1,149.998994,,
T,1700000000309,0,,176,1
Q,1700000000310,0,1.100935,,
Q,1700000000310,1,150.000534,,
T,1700000000310,0,,150,-1
Q,1700000000311,0,1.100932,,
Q,1700000000311,1,150.004207,,
T,1700000000311,1,,38,1
Q,1700000000312,0,1.100935,,
Q,1700000000312,1,149.998851,,
T,1700000000312,1,,2,1
Q,1700000000313,0,1.100940,,
Q,1700000000313,1,150.000838,,
T,1700000000313,0,,222,-1
Q,1700000000314,0,1.100941,,
Q,1700000000314,1,150.000603,,
T,1700000000314,1,,107,-1
Q,1700000000315,0,1.100947,,
Q,1700000000315,1,150.001356,,
T,1700000000315,0,,215,1
Q,1700000000316,0,1.100947,,
Q,1700000000316,1,149.999575,,
T,1700000000316,1,,227,1
Q,1700000000317,0,1.100951,,
Q,1700000000317,1,149.997704,,
T,1700000000317,0,,119,1
Q,1700000000318,0,1.100954,,
Q,1700000000318,1,149.996339,,
T,1700000000318,0,,53,1
Q,1700000000319,0,1.100957,,
Q,1700000000319,1,149.997571,,
T,1700000000319,0,,125,1
Q,1700000000320,0,1.100958,,
Q,1700000000320,1,150.000998,,
T,1700000000320,1,,214,1
Q,1700000000321,0,1.100964,,
Q,1700000000321,1,150.001378,,
T,1700000000321,1,,35,1
Q,1700000000322,0,1.100966,,
Q,1700000000322,1,149.998746,,
T,1700000000322,0,,242,1
Q,1700000000323,0,1.100971,,
Q,1700000000323,1,150.001280,,
T,1700000000323,0,,129,1
Q,1700000000324,0,1.100972,,
Q,1700000000324,1,149.999748,,
T,1700000000324,0,,78,-1
Q,1700000000325,0,1.100973,,
Q,1700000000325,1,149.999907,,
T,1700000000325,0,,203,-1
Q,1700000000326,0,1.100979,,
Q,1700000000326,1,150.001313,,
T,1700000000326,0,,33,-1
Q,1700000000327,0,1.100977,,
Q,1700000000327,1,149.998947,,
T,1700000000327,1,,120,-1
Q,1700000000328,0,1.100986,,
Q,1700000000328,1,150.002584,,
T,1700000000328,1,,230,1
Q,1700000000329,0,1.100989,,
Q,1700000000329,1,150.001646,,
T,1700000000329,0,,22,-1
Q,1700000000330,0,1.100990,,
Q,1700000000330,1,149.999578,,
T,1700000000330,0,,58,1
Q,1700000000331,0,1.100996,,
Q,1700000000331,1,149.998440,,
T,1700000000331,0,,26,1
Q,1700000000332,0,1.100995,,
Q,1700000000332,1,150.000406,,
T,1700000000332,0,,208,1
Q,1700000000333,0,1.100999,,
Q,1700000000333,1,150.001634,,
T,1700000000333,0,,40,1
Q,1700000000334,0,1.101003,,
Q,1700000000334,1,150.000244,,
T,1700000000334,0,,140,-1
Q,1700000000335,0,1.101003,,
Q,1700000000335,1,150.001181,,
T,1700000000335,1,,16,1
Q,1700000000336,0,1.101010,,
Q,1700000000336,1,149.998805,,
T,1700000000336,1,,54,1
Q,1700000000337,0,1.101012,,
Q,1700000000337,1,150.000631,,
T,1700000000337,0,,293,1
Q,1700000000338,0,1.101013,,
Q,1700000000338,1,149.999413,,
T,1700000000338,1,,92,1
Q,1700000000339,0,1.101017,,
Q,1700000000339,1,149.996819,,
T,1700000000339,0,,222,-1
Q,1700000000340,0,1.101019,,
Q,1700000000340,1,150.000487,,
T,1700000000340,0,,195,-1
Q,1700000000341,0,1.101020,,
Q,1700000000341,1,150.001272,,
T,1700000000341,0,,64,-1
Q,1700000000342,0,1.101028,,
Q,1700000000342,1,149.998521,,
T,1700000000342,1,,145,-1
Q,1700000000343,0,1.101027,,
Q,1700000000343,1,150.001897,,
T,1700000000343,1,,44,1
Q,1700000000344,0,1.101032,,
Q,1700000000344,1,150.001861,,
T,1700000000344,0,,60,1
Q,1700000000345,0,1.101034,,
Q,1700000000345,1,150.000827,,
T,1700000000345,0,,49,-1
Q,1700000000346,0,1.101038,,
Q,1700000000346,1,150.000463,,
T,1700000000346,0,,165,-1
Q,1700000000347,0,1.101043,,
Q,1700000000347,1,149.998492,,
T,1700000000347,0,,205,-1
Q,1700000000348,0,1.101042,,
Q,1700000000348,1,150.001510,,
T,1700000000348,0,,283,-1
Q,1700000000349,0,1.101047,,
Q,1700000000349,1,149.999812,,
T,1700000000349,1,,166,1
Q,1700000000350,0,1.101049,,
Q,1700000000350,1,150.002326,,
T,1700000000350,1,,279,1
Q,1700000000351,0,1.101052,,
Q,1700000000351,1,149.998559,,
T,1700000000351,1,,252,-1
Q,1700000000352,0,1.101060,,
Q,1700000000352,1,149.997898,,
T,1700000000352,1,,210,1
Q,1700000000353,0,1.101057,,
Q,1700000000353,1,149.998302,,
T,1700000000353,1,,150,-1
Q,1700000000354,0,1.101061,,
Q,1700000000354,1,150.000563,,
T,1700000000354,0,,248,-1
Q,1700000000355,0,1.101065,,
Q,1700000000355,1,149.999238,,
T,1700000000355,1,,132,1
Q,1700000000356,0,1.101070,,
Q,1700000000356,1,149.999292,,
T,1700000000356,1,,182,-1
Q,1700000000357,0,1.101070,,
Q,1700000000357,1,149.997438,,
T,1700000000357,1,,38,1
Q,1700000000358,0,1.101077,,
Q,1700000000358,1,150.002458,,
T,1700000000358,0,,283,1
Q,1700000000359,0,1.101078,,
Q,1700000000359,1,149.997900,,
T,1700000000359,1,,141,1
Q,1700000000360,0,1.101079,,
Q,1700000000360,1,150.001023,,
T,1700000000360,0,,1,1
Q,1700000000361,0,1.101086,,
Q,1700000000361,1,150.001822,,
T,1700000000361,0,,134,-1
Q,1700000000362,0,1.101085,,
Q,1700000000362,1,150.000349,,
T,1700000000362,1,,190,1
Q,1700000000363,0,1.101090,,
Q,1700000000363,1,149.999107,,
T,1700000000363,1,,68,1
Q,1700000000364,0,1.101091,,
Q,1700000000364,1,149.998967,,
T,1700000000364,0,,212,1
Q,1700000000365,0,1.101096,,
Q,1700000000365,1,149.998265,,
T,1700000000365,0,,44,1
Q,1700000000366,0,1.101095,,
Q,1700000000366,1,149.999113,,
T,1700000000366,0,,296,-1
Q,1700000000367,0,1.101099,,
Q,1700000000367,1,150.001420,,
T,1700000000367,1,,287,1
Q,1700000000368,0,1.101102,,
Q,1700000000368,1,150.001285,,
T,1700000000368,1,,3,-1
Q,1700000000369,0,1.101105,,
Q,1700000000369,1,150.001923,,
T,1700000000369,1,,158,1
Q,1700000000370,0,1.101116,,
Q,1700000000370,1,149.999447,,
T,1700000000370,1,,78,-1
Q,1700000000371,0,1.101114,,
Q,1700000000371,1,149.999788,,
T,1700000000371,0,,20,1
Q,1700000000372,0,1.101117,,
Q,1700000000372,1,150.000001,,
T,1700000000372,0,,28,-1
Q,1700000000373,0,1.101116,,
Q,1700000000373,1,150.001629,,
T,1700000000373,1,,95,-1
Q,1700000000374,0,1.101124,,
Q,1700000000374,1,149.998931,,
T,1700000000374,0,,31,1
Q,1700000000375,0,1.101122,,
Q,1700000000375,1,149.999649,,
T,1700000000375,1,,170,-1
Q,1700000000376,0,1.101129,,
Q,1700000000376,1,149.998549,,
T,1700000000376,0,,235,1
Q,1700000000377,0,1.101131,,
Q,1700000000377,1,149.999504,,
T,1700000000377,0,,275,1
Q,1700000000378,0,1.101135,,
Q,1700000000378,1,149.999272,,
T,1700000000378,0,,288,1
Q,1700000000379,0,1.101139,,
Q,1700000000379,1,149.996983,,
T,1700000000379,0,,14,-1
Q,1700000000380,0,1.101140,,
Q,1700000000380,1,150.000444,,
T,1700000000380,0,,294,1
Q,1700000000381,0,1.101143,,
Q,1700000000381,1,149.999580,,
T,1700000000381,1,,91,-1
Q,1700000000382,0,1.101146,,
Q,1700000000382,1,150.002948,,
T,1700000000382,1,,16,1
Q,1700000000383,0,1.101153,,
Q,1700000000383,1,150.002211,,
T,1700000000383,1,,258,-1
Q,1700000000384,0,1.101154,,
Q,1700000000384,1,150.001620,,
T,1700000000384,1,,147,1
Q,1700000000385,0,1.101153,,
Q,1700000000385,1,150.001350,,
T,1700000000385,1,,43,-1
Q,1700000000386,0,1.101159,,
Q,1700000000386,1,150.000911,,
T,1700000000386,1,,206,1
Q,1700000000387,0,1.101160,,
Q,1700000000387,1,150.002128,,
T,1700000000387,0,,190,1
Q,1700000000388,0,1.101161,,
Q,1700000000388,1,149.997571,,
T,1700000000388,1,,157,1
Q,1700000000389,0,1.101167,,
Q,1700000000389,1,149.999534,,
T,1700000000389,0,,29,1
Q,1700000000390,0,1.101171,,
Q,1700000000390,1,149.999723,,
T,1700000000390,0,,176,-1
Q,1700000000391,0,1.101175,,
Q,1700000000391,1,149.999981,,
T,1700000000391,0,,10,1
Q,1700000000392,0,1.101174,,
Q,1700000000392,1,149.998554,,
T,1700000000392,0,,184,1
Q,1700000000393,0,1.101178,,
Q,1700000000393,1,149.999022,,
T,1700000000393,1,,271,-1
Q,1700000000394,0,1.101187,,
Q,1700000000394,1,150.001086,,
T,1700000000394,0,,136,-1
Q,1700000000395,0,1.101185,,
Q,1700000000395,1,149.998320,,
T,1700000000395,0,,95,-1
Q,1700000000396,0,1.101188,,
Q,1700000000396,1,150.001027,,
T,1700000000396,0,,298,-1
Q,1700000000397,0,1.101189,,
Q,1700000000397,1,149.999265,,
T,1700000000397,1,,291,1
Q,1700000000398,0,1.101197,,
Q,1700000000398,1,149.999491,,
T,1700000000398,0,,0,1
Q,1700000000399,0,1.101197,,
Q,1700000000399,1,149.997924,,
T,1700000000399,0,,227,-1
Q,1700000000400,0,1.101199,,
Q,1700000000400,1,149.998333,,
T,1700000000400,1,,1,1
Q,1700000000401,0,1.101206,,
Q,1700000000401,1,150.000270,,
T,1700000000401,0,,172,1
Q,1700000000402,0,1.101201,,
Q,1700000000402,1,149.999022,,
T,1700000000402,1,,216,1
Q,1700000000403,0,1.101212,,
Q,1700000000403,1,149.999502,,
T,1700000000403,0,,237,1
Q,1700000000404,0,1.101211,,
Q,1700000000404,1,150.000222,,
T,1700000000404,1,,121,1
Q,1700000000405,0,1.101218,,
Q,1700000000405,1,149.998496,,
T,1700000000405,0,,82,-1
Q,1700000000406,0,1.101221,,
Q,1700000000406,1,149.998416,,
T,1700000000406,1,,120,-1
Q,1700000000407,0,1.101222,,
Q,1700000000407,1,150.001582,,
T,1700000000407,1,,93,1
Q,1700000000408,0,1.101221,,
Q,1700000000408,1,149.998663,,
T,1700000000408,1,,47,-1
Q,1700000000409,0,1.101226,,
Q,1700000000409,1,150.001864,,
T,1700000000409,0,,93,-1
Q,1700000000410,0,1.101235,,
Q,1700000000410,1,149.998080,,
T,1700000000410,0,,117,1
Q,1700000000411,0,1.101234,,
Q,1700000000411,1,150.002266,,
T,1700000000411,1,,248,-1
Q,1700000000412,0,1.101236,,
Q,1700000000412,1,150.002002,,
T,1700000000412,0,,107,-1
Q,1700000000413,0,1.101238,,
Q,1700000000413,1,150.001289,,
T,1700000000413,1,,268,1
Q,1700000000414,0,1.101242,,
Q,1700000000414,1,150.002503,,
T,1700000000414,0,,92,1
Q,1700000000415,0,1.101249,,
Q,1700000000415,1,150.000816,,
T,1700000000415,0,,58,1
Q,1700000000416,0,1.101248,,
Q,1700000000416,1,149.999166,,
T,1700000000416,1,,52,-1
Q,1700000000417,0,1.101250,,
Q,1700000000417,1,150.001819,,
T,1700000000417,0,,127,1
Q,1700000000418,0,1.101256,,
Q,1700000000418,1,149.998430,,
T,1700000000418,0,,285,1
Q,1700000000419,0,1.101256,,
Q,1700000000419,1,149.999797,,
T,1700000000419,0,,293,1
Q,1700000000420,0,1.101260,,
Q,1700000000420,1,149.999009,,
T,1700000000420,0,,268,-1
Q,1700000000421,0,1.101262,,
Q,1700000000421,1,149.998858,,
T,1700000000421,1,,272,1
Q,1700000000422,0,1.101268,,
Q,1700000000422,1,149.999148,,
T,1700000000422,1,,30,1
Q,1700000000423,0,1.101267,,
Q,1700000000423,1,150.000136,,
T,1700000000423,0,,277,-1
Q,1700000000424,0,1.101271,,
Q,1700000000424,1,149.998948,,
T,1700000000424,1,,5,1
Q,1700000000425,0,1.101271,,
Q,1700000000425,1,149.998069,,
T,1700000000425,0,,129,1
Q,1700000000426,0,1.101278,,
Q,1700000000426,1,150.000322,,
T,1700000000426,1,,48,-1
Q,1700000000427,0,1.101279,,
Q,1700000000427,1,150.001723,,
T,1700000000427,0,,66,-1
Q,1700000000428,0,1.101285,,
Q,1700000000428,1,149.999688,,
T,1700000000428,0,,108,1
Q,1700000000429,0,1.101288,,
Q,1700000000429,1,149.999296,,
T,1700000000429,1,,100,-1
Q,1700000000430,0,1.101293,,
Q,1700000000430,1,150.001077,,
T,1700000000430,0,,61,1
Q,1700000000431,0,1.101293,,
Q,1700000000431,1,149.999428,,
T,1700000000431,0,,153,1
Q,1700000000432,0,1.101297,,
Q,1700000000432,1,150.000085,,
T,1700000000432,0,,271,1
Q,1700000000433,0,1.101298,,
Q,1700000000433,1,150.001548,,
T,1700000000433,0,,265,-1
Q,1700000000434,0,1.101300,,
Q,1700000000434,1,149.999999,,
T,1700000000434,0,,138,-1
Q,1700000000435,0,1.101309,,
Q,1700000000435,1,149.999237,,
T,1700000000435,1,,138,1
Q,1700000000436,0,1.101311,,
Q,1700000000436,1,150.001788,,
T,1700000000436,0,,98,-1
Q,1700000000437,0,1.101310,,
Q,1700000000437,1,149.999499,,
T,1700000000437,0,,260,1
Q,1700000000438,0,1.101311,,
Q,1700000000438,1,150.001243,,
T,1700000000438,1,,186,-1
Q,1700000000439,0,1.101318,,
Q,1700000000439,1,149.998247,,
T,1700000000439,0,,31,-1
Q,1700000000440,0,1.101319,,
Q,1700000000440,1,149.998817,,
T,1700000000440,0,,69,-1
Q,1700000000441,0,1.101321,,
Q,1700000000441,1,150.000853,,
T,1700000000441,1,,290,-1
Q,1700000000442,0,1.101324,,
Q,1700000000442,1,150.000022,,
T,1700000000442,0,,210,1
Q,1700000000443,0,1.101330,,
Q,1700000000443,1,150.000884,,
T,1700000000443,0,,229,-1
Q,1700000000444,0,1.101333,,
Q,1700000000444,1,150.003068,,
T,1700000000444,0,,153,1
Q,1700000000445,0,1.101331,,
Q,1700000000445,1,149.998986,,
T,1700000000445,0,,85,-1
Q,1700000000446,0,1.101339,,
Q,1700000000446,1,150.000992,,
T,1700000000446,0,,128,-1
Q,1700000000447,0,1.101340,,
Q,1700000000447,1,150.000726,,
T,1700000000447,0,,105,1
Q,1700000000448,0,1.101343,,
Q,1700000000448,1,149.999346,,
T,1700000000448,1,,231,-1
Q,1700000000449,0,1.101348,,
Q,1700000000449,1,149.998796,,
T,1700000000449,1,,138,-1
Q,1700000000450,0,1.101350,,
Q,1700000000450,1,149.999495,,
T,1700000000450,1,,153,-1
Q,1700000000451,0,1.101359,,
Q,1700000000451,1,150.004070,,
T,1700000000451,0,,192,1
Q,1700000000452,0,1.101356,,
Q,1700000000452,1,150.000010,,
T,1700000000452,1,,222,-1
Q,1700000000453,0,1.101358,,
Q,1700000000453,1,149.999007,,
T,1700000000453,0,,232,-1
Q,1700000000454,0,1.101365,,
Q,1700000000454,1,150.001468,,
T,1700000000454,0,,131,-1
Q,1700000000455,0,1.101367,,
Q,1700000000455,1,149.998897,,
T,1700000000455,0,,222,1
Q,1700000000456,0,1.101369,,
Q,1700000000456,1,150.001535,,
T,1700000000456,0,,63,-1
Q,1700000000457,0,1.101371,,
Q,1700000000457,1,150.001014,,
T,1700000000457,1,,2,-1
Q,1700000000458,0,1.101374,,
Q,1700000000458,1,150.000124,,
T,1700000000458,0,,148,-1
Q,1700000000459,0,1.101377,,
Q,1700000000459,1,150.000691,,
T,1700000000459,0,,215,-1
Q,1700000000460,0,1.101382,,
Q,1700000000460,1,149.999105,,
T,1700000000460,0,,140,-1
Q,1700000000461,0,1.101385,,
Q,1700000000461,1,149.998907,,
T,1700000000461,1,,295,-1
Q,1700000000462,0,1.101383,,
Q,1700000000462,1,149.998984,,
T,1700000000462,1,,277,-1
Q,1700000000463,0,1.101388,,
Q,1700000000463,1,149.999310,,
T,1700000000463,0,,159,-1
Q,1700000000464,0,1.101392,,
Q,1700000000464,1,150.000403,,
T,1700000000464,1,,103,1
Q,1700000000465,0,1.101398,,
Q,1700000000465,1,150.002370,,
T,1700000000465,1,,80,-1
Q,1700000000466,0,1.101395,,
Q,1700000000466,1,150.001349,,
T,1700000000466,0,,93,-1
Q,1700000000467,0,1.101405,,
Q,1700000000467,1,150.001548,,
T,1700000000467,0,,14,1
Q,1700000000468,0,1.101405,,
Q,1700000000468,1,150.000011,,
T,1700000000468,0,,225,-1
Q,1700000000469,0,1.101410,,
Q,1700000000469,1,149.997696,,
T,1700000000469,1,,171,-1
Q,1700000000470,0,1.101409,,
Q,1700000000470,1,150.000378,,
T,1700000000470,0,,175,-1
Q,1700000000471,0,1.101413,,
Q,1700000000471,1,149.999955,,
T,1700000000471,0,,130,1
Q,1700000000472,0,1.101415,,
Q,1700000000472,1,149.998483,,
T,1700000000472,0,,203,-1
Q,1700000000473,0,1.101418,,
Q,1700000000473,1,149.998719,,
T,1700000000473,1,,120,1
Q,1700000000474,0,1.101417,,
Q,1700000000474,1,149.997686,,
T,1700000000474,0,,264,1
Q,1700000000475,0,1.101423,,
Q,1700000000475,1,150.000222,,
T,1700000000475,1,,262,1
Q,1700000000476,0,1.101426,,
Q,1700000000476,1,149.998210,,
T,1700000000476,1,,107,-1
Q,1700000000477,0,1.101429,,
Q,1700000000477,1,149.998557,,
T,1700000000477,1,,93,1
Q,1700000000478,0,1.101437,,
Q,1700000000478,1,150.000073,,
T,1700000000478,1,,282,-1
Q,1700000000479,0,1.101434,,
Q,1700000000479,1,150.002334,,
T,1700000000479,0,,196,1
Q,1700000000480,0,1.101441,,
Q,1700000000480,1,149.999503,,
T,1700000000480,0,,151,-1
Q,1700000000481,0,1.101442,,
Q,1700000000481,1,150.000958,,
T,1700000000481,1,,148,1
Q,1700000000482,0,1.101444,,
Q,1700000000482,1,149.998118,,
T,1700000000482,0,,289,1
Q,1700000000483,0,1.101451,,
Q,1700000000483,1,150.001313,,
T,1700000000483,0,,250,1
Q,1700000000484,0,1.101451,,
Q,1700000000484,1,149.999068,,
T,1700000000484,1,,26,1
Q,1700000000485,0,1.101457,,
Q,1700000000485,1,149.999246,,
T,1700000000485,1,,101,-1
Q,1700000000486,0,1.101461,,
Q,1700000000486,1,150.000975,,
T,1700000000486,1,,146,-1
Q,1700000000487,0,1.101462,,
Q,1700000000487,1,150.001167,,
T,1700000000487,1,,27,-1
Q,1700000000488,0,1.101468,,
Q,1700000000488,1,150.000154,,
T,1700000000488,0,,172,-1
Q,1700000000489,0,1.101470,,
Q,1700000000489,1,150.001072,,
T,1700000000489,0,,245,1
Q,1700000000490,0,1.101471,,
Q,1700000000490,1,149.999710,,
T,1700000000490,1,,208,-1
Q,1700000000491,0,1.101472,,
Q,1700000000491,1,149.999451,,
T,1700000000491,0,,172,1
Q,1700000000492,0,1.101474,,
Q,1700000000492,1,150.000743,,
T,1700000000492,0,,252,-1
Q,1700000000493,0,1.101483,,
Q,1700000000493,1,150.001577,,
T,1700000000493,0,,233,-1
Q,1700000000494,0,1.101481,,
Q,1700000000494,1,149.998544,,
T,1700000000494,0,,79,-1
Q,1700000000495,0,1.101483,,
Q,1700000000495,1,149.999507,,
T,1700000000495,1,,74,1
Q,1700000000496,0,1.101487,,
Q,1700000000496,1,150.000189,,
T,1700000000496,1,,20,-1
Q,1700000000497,0,1.101491,,
Q,1700000000497,1,149.999217,,
T,1700000000497,0,,177,1
Q,1700000000498,0,1.101496,,
Q,1700000000498,1,150.000716,,
T,1700000000498,1,,233,1
Q,1700000000499,0,1.101495,,
Q,1700000000499,1,150.001078,,
T,1700000000499,0,,102,1
Q,1700000000500,0,1.101499,,
Q,1700000000500,1,149.999673,,
T,1700000000500,0,,293,-1
Q,1700000000501,0,1.101507,,
Q,1700000000501,1,150.000730,,
T,1700000000501,1,,80,-1
Q,1700000000502,0,1.101505,,
Q,1700000000502,1,150.000303,,
T,1700000000502,1,,249,1
Q,1700000000503,0,1.101507,,
Q,1700000000503,1,149.999179,,
T,1700000000503,0,,262,-1
Q,1700000000504,0,1.101513,,
Q,1700000000504,1,150.003155,,
T,1700000000504,0,,0,-1
Q,1700000000505,0,1.101516,,
Q,1700000000505,1,150.002498,,
T,1700000000505,1,,151,1
Q,1700000000506,0,1.101516,,
Q,1700000000506,1,150.001118,,
T,1700000000506,1,,129,-1
Q,1700000000507,0,1.101519,,
Q,1700000000507,1,150.002412,,
T,1700000000507,1,,254,1
Q,1700000000508,0,1.101527,,
Q,1700000000508,1,149.997074,,
T,1700000000508,1,,20,1
Q,1700000000509,0,1.101524,,
Q,1700000000509,1,150.000896,,
T,1700000000509,0,,152,1
Q,1700000000510,0,1.101530,,
Q,1700000000510,1,150.001687,,
T,1700000000510,1,,248,-1
Q,1700000000511,0,1.101532,,
Q,1700000000511,1,149.999888,,
T,1700000000511,1,,188,1
Q,1700000000512,0,1.101538,,
Q,1700000000512,1,150.001184,,
T,1700000000512,1,,83,1
Q,1700000000513,0,1.101541,,
Q,1700000000513,1,150.001777,,
T,1700000000513,0,,66,1
Q,1700000000514,0,1.101543,,
Q,1700000000514,1,150.000552,,
T,1700000000514,0,,299,1
Q,1700000000515,0,1.101544,,
Q,1700000000515,1,149.999557,,
T,1700000000515,1,,206,-1
Q,1700000000516,0,1.101551,,
Q,1700000000516,1,149.999296,,
T,1700000000516,0,,269,-1
Q,1700000000517,0,1.101551,,
Q,1700000000517,1,150.001054,,
T,1700000000517,0,,184,1
Q,1700000000518,0,1.101557,,
Q,1700000000518,1,150.005772,,
T,1700000000518,1,,223,-1
Q,1700000000519,0,1.101559,,
Q,1700000000519,1,150.001706,,
T,1700000000519,0,,197,-1
Q,1700000000520,0,1.101559,,
Q,1700000000520,1,149.999153,,
T,1700000000520,1,,142,1
Q,1700000000521,0,1.101563,,
Q,1700000000521,1,150.000548,,
T,1700000000521,0,,109,1
Q,1700000000522,0,1.101566,,
Q,1700000000522,1,149.999045,,
T,1700000000522,0,,207,-1
Q,1700000000523,0,1.101571,,
Q,1700000000523,1,150.002175,,
T,1700000000523,0,,44,-1
Q,1700000000524,0,1.101572,,
Q,1700000000524,1,149.998625,,
T,1700000000524,1,,147,1
Q,1700000000525,0,1.101578,,
Q,1700000000525,1,149.999527,,
T,1700000000525,0,,241,1
Q,1700000000526,0,1.101575,,
Q,1700000000526,1,149.999768,,
T,1700000000526,0,,222,1
Q,1700000000527,0,1.101584,,
Q,1700000000527,1,149.999214,,
T,1700000000527,1,,5,-1
Q,1700000000528,0,1.101586,,
